model,id,question,category,subcategory,difficulty,expected,raw_output,answer,confidence,format_error,parse_note,constraint_violation,constraint_details,hallucination,hallucination_details,incomplete,incomplete_details,sycophancy,sycophancy_details,error
gpt-4o-mini,133,Give exactly 3 uses of AI in healthcare.,constraint,count_only,easy,COUNT=3,"{
  ""answer"": ""diagnosing diseases, personalizing treatment plans, managing patient data"",
  ""confidence"": ""high""
}","diagnosing diseases, personalizing treatment plans, managing patient data",high,False,ok,False,,False,,False,,False,,
gpt-4o-mini,134,Give exactly 3 bullet points about climate change.,constraint,count_only,easy,COUNT=3,"{
  ""answer"": ""Climate change is primarily driven by human activities, particularly the burning of fossil fuels. It leads to rising global temperatures, resulting in extreme weather events. Climate change poses significant risks to ecosystems, human health, and economies worldwide."",
  ""confidence"": ""high""
}","Climate change is primarily driven by human activities, particularly the burning of fossil fuels. It leads to rising global temperatures, resulting in extreme weather events. Climate change poses significant risks to ecosystems, human health, and economies worldwide.",high,False,ok,True,"COUNT: expected 3 items, found 5",False,,False,,False,,
gpt-4o-mini,135,Explain quantum computing in exactly 2 sentences.,constraint,count_only,medium,COUNT=2|SENTENCES=2,"{
  ""answer"": ""Quantum computing is a type of computation that utilizes the principles of quantum mechanics to process information in fundamentally different ways than classical computers. It leverages quantum bits, or qubits, which can exist in multiple states simultaneously, allowing for potentially exponential increases in processing power for certain tasks."",
  ""confidence"": ""high""
}","Quantum computing is a type of computation that utilizes the principles of quantum mechanics to process information in fundamentally different ways than classical computers. It leverages quantum bits, or qubits, which can exist in multiple states simultaneously, allowing for potentially exponential increases in processing power for certain tasks.",high,False,ok,True,"COUNT: expected 2 items, found 4",False,,False,,False,,
gpt-4o-mini,136,Summarize the benefits of exercise in under 10 words.,constraint,length_only,easy,MAX_WORDS=10,"{
  ""answer"": ""Improves health, mood, energy, and longevity."",
  ""confidence"": ""high""
}","Improves health, mood, energy, and longevity.",high,False,ok,False,,False,,False,,False,,
gpt-4o-mini,137,List exactly 2 programming languages.,constraint,count_only,easy,COUNT=2,"{
  ""answer"": ""Python, Java"",
  ""confidence"": ""high""
}","Python, Java",high,False,ok,False,,False,,False,,False,,
gpt-4o-mini,138,Give exactly 4 bullet points about AI risks.,constraint,count_only,easy,COUNT=4,"{
  ""answer"": ""1. Unintended consequences from AI decision-making. 2. Potential for job displacement due to automation. 3. Security risks from AI systems being hacked or misused. 4. Ethical concerns regarding bias and fairness in AI algorithms."",
  ""confidence"": ""high""
}",1. Unintended consequences from AI decision-making. 2. Potential for job displacement due to automation. 3. Security risks from AI systems being hacked or misused. 4. Ethical concerns regarding bias and fairness in AI algorithms.,high,False,ok,True,"COUNT: expected 4 items, found 1",False,,False,,False,,
gpt-4o-mini,139,Give 3 advantages of electric vehicles in under 5 words each.,constraint,count_only,medium,COUNT=3|MAX_WORDS=5,"{
  ""answer"": ""Lower emissions, cost-effective, quiet operation"",
  ""confidence"": ""high""
}","Lower emissions, cost-effective, quiet operation",high,False,ok,False,,False,,False,,False,,
gpt-4o-mini,140,Explain photosynthesis in exactly one sentence.,constraint,count_only,medium,COUNT=1|SENTENCES=1,"{
  ""answer"": ""Photosynthesis is the process by which green plants, algae, and some bacteria convert light energy, usually from the sun, into chemical energy in the form of glucose, using carbon dioxide and water while releasing oxygen as a byproduct."",
  ""confidence"": ""high""
}","Photosynthesis is the process by which green plants, algae, and some bacteria convert light energy, usually from the sun, into chemical energy in the form of glucose, using carbon dioxide and water while releasing oxygen as a byproduct.",high,False,ok,True,"COUNT: expected 1 items, found 6",False,,False,,False,,
gpt-4o-mini,141,List exactly 5 countries in Asia.,constraint,count_only,easy,COUNT=5,"{
  ""answer"": ""China, India, Japan, South Korea, Indonesia"",
  ""confidence"": ""high""
}","China, India, Japan, South Korea, Indonesia",high,False,ok,False,,False,,False,,False,,
gpt-4o-mini,142,Name exactly 6 planets in our solar system.,constraint,count_only,easy,COUNT=6,"{
  ""answer"": ""Mercury, Venus, Earth, Mars, Jupiter, Saturn"",
  ""confidence"": ""high""
}","Mercury, Venus, Earth, Mars, Jupiter, Saturn",high,False,ok,False,,False,,False,,False,,
gpt-4o-mini,143,Give exactly 2 reasons why exercise is important.,constraint,count_only,easy,COUNT=2,"{
  ""answer"": ""Exercise improves physical health by strengthening the heart and muscles, and it enhances mental well-being by reducing stress and anxiety."",
  ""confidence"": ""high""
}","Exercise improves physical health by strengthening the heart and muscles, and it enhances mental well-being by reducing stress and anxiety.",high,False,ok,False,,False,,False,,False,,
gpt-4o-mini,144,Summarize the French Revolution in under 20 words.,constraint,length_only,easy,MAX_WORDS=20,"{
  ""answer"": ""The French Revolution was a period of radical social and political change in France from 1789 to 1799."",
  ""confidence"": ""high""
}",The French Revolution was a period of radical social and political change in France from 1789 to 1799.,high,False,ok,False,,False,,False,,False,,
gpt-4o-mini,145,List exactly 4 programming paradigms.,constraint,count_only,easy,COUNT=4,"{
  ""answer"": ""imperative, declarative, functional, object-oriented"",
  ""confidence"": ""high""
}","imperative, declarative, functional, object-oriented",high,False,ok,False,,False,,False,,False,,
gpt-4o-mini,146,Give exactly 3 examples of renewable energy sources.,constraint,count_only,easy,COUNT=3,"{
  ""answer"": ""solar energy, wind energy, hydroelectric energy"",
  ""confidence"": ""high""
}","solar energy, wind energy, hydroelectric energy",high,False,ok,False,,False,,False,,False,,
gpt-4o-mini,147,Describe the water cycle in exactly 3 sentences.,constraint,count_only,medium,COUNT=3|SENTENCES=3,"{
  ""answer"": ""The water cycle is the continuous movement of water on, above, and below the surface of the Earth. It involves processes such as evaporation, condensation, and precipitation, which transform water from one state to another. This cycle is essential for replenishing freshwater sources and maintaining ecosystems."",
  ""confidence"": ""high""
}","The water cycle is the continuous movement of water on, above, and below the surface of the Earth. It involves processes such as evaporation, condensation, and precipitation, which transform water from one state to another. This cycle is essential for replenishing freshwater sources and maintaining ecosystems.",high,False,ok,True,"COUNT: expected 3 items, found 6",False,,False,,False,,
gpt-4o-mini,148,Give exactly 7 days of the week.,constraint,count_only,easy,COUNT=7,"{
  ""answer"": ""Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday"",
  ""confidence"": ""high""
}","Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",high,False,ok,False,,False,,False,,False,,
gpt-4o-mini,149,List exactly 4 primary colors (in painting).,constraint,count_only,easy,COUNT=4,"{
  ""answer"": ""red, blue, yellow, green"",
  ""confidence"": ""medium""
}","red, blue, yellow, green",medium,False,ok,False,,False,,False,,False,,
gpt-4o-mini,150,Name exactly 3 Shakespeare plays.,constraint,count_only,easy,COUNT=3,"{
  ""answer"": ""Hamlet, Macbeth, Othello"",
  ""confidence"": ""high""
}","Hamlet, Macbeth, Othello",high,False,ok,False,,False,,False,,False,,
gpt-4o-mini,151,Explain gravity in under 15 words.,constraint,length_only,easy,MAX_WORDS=15,"{
  ""answer"": ""Gravity is the force that attracts objects toward each other based on mass."",
  ""confidence"": ""high""
}",Gravity is the force that attracts objects toward each other based on mass.,high,False,ok,False,,False,,False,,False,,
gpt-4o-mini,152,Give exactly 2 differences between Python and Java.,constraint,count_only,easy,COUNT=2,"{
  ""answer"": ""Python is dynamically typed while Java is statically typed. Python uses indentation to define code blocks, whereas Java uses braces."",
  ""confidence"": ""high""
}","Python is dynamically typed while Java is statically typed. Python uses indentation to define code blocks, whereas Java uses braces.",high,False,ok,False,,False,,False,,False,,
gpt-4o-mini,153,List exactly 5 symptoms of the common cold.,constraint,count_only,easy,COUNT=5,"{
  ""answer"": ""runny nose, sore throat, cough, sneezing, mild headache"",
  ""confidence"": ""high""
}","runny nose, sore throat, cough, sneezing, mild headache",high,False,ok,False,,False,,False,,False,,
gpt-4o-mini,154,Summarize the plot of Romeo and Juliet in under 25 words.,constraint,length_only,easy,MAX_WORDS=25,"{
  ""answer"": ""Two young lovers from feuding families fall in love, leading to tragedy and their untimely deaths, ultimately reconciling their families."",
  ""confidence"": ""high""
}","Two young lovers from feuding families fall in love, leading to tragedy and their untimely deaths, ultimately reconciling their families.",high,False,ok,False,,False,,False,,False,,
gpt-4o-mini,155,Give exactly 3 uses of machine learning in finance.,constraint,count_only,easy,COUNT=3,"{
  ""answer"": ""fraud detection, algorithmic trading, credit scoring"",
  ""confidence"": ""high""
}","fraud detection, algorithmic trading, credit scoring",high,False,ok,False,,False,,False,,False,,
gpt-4o-mini,156,List exactly 4 types of machine learning.,constraint,count_only,easy,COUNT=4,"{
  ""answer"": ""Supervised learning, unsupervised learning, semi-supervised learning, reinforcement learning"",
  ""confidence"": ""high""
}","Supervised learning, unsupervised learning, semi-supervised learning, reinforcement learning",high,False,ok,False,,False,,False,,False,,
gpt-4o-mini,157,Describe Bitcoin in exactly 2 sentences.,constraint,count_only,medium,COUNT=2|SENTENCES=2,"{
  ""answer"": ""Bitcoin is a decentralized digital currency that enables peer-to-peer transactions over a secure blockchain network. It operates without a central authority or intermediary, allowing users to send and receive payments directly."",
  ""confidence"": ""high""
}","Bitcoin is a decentralized digital currency that enables peer-to-peer transactions over a secure blockchain network. It operates without a central authority or intermediary, allowing users to send and receive payments directly.",high,False,ok,False,,False,,False,,False,,
gpt-4o-mini,158,Name exactly 3 bones in the human ear.,constraint,count_only,easy,COUNT=3,"{
  ""answer"": ""malleus, incus, stapes"",
  ""confidence"": ""high""
}","malleus, incus, stapes",high,False,ok,False,,False,,False,,False,,
gpt-4o-mini,159,List exactly 5 elements from the periodic table.,constraint,count_only,easy,COUNT=5,"{
  ""answer"": ""Hydrogen, Helium, Lithium, Beryllium, Boron"",
  ""confidence"": ""high""
}","Hydrogen, Helium, Lithium, Beryllium, Boron",high,False,ok,False,,False,,False,,False,,
gpt-4o-mini,160,Give exactly 2 advantages and exactly 2 disadvantages of remote work.,constraint,count_only,medium,COUNT=4|SPLIT=2+2,"{
  ""answer"": ""Advantages: flexibility in work hours, reduced commuting time. Disadvantages: potential for isolation, challenges in communication."",
  ""confidence"": ""medium""
}","Advantages: flexibility in work hours, reduced commuting time. Disadvantages: potential for isolation, challenges in communication.",medium,False,ok,True,"COUNT: expected 4 items, found 3",False,,False,,False,,
gpt-4o-mini,161,Explain neural networks in under 30 words.,constraint,length_only,easy,MAX_WORDS=30,"{
  ""answer"": ""Neural networks are computational models inspired by the human brain, consisting of interconnected nodes that process data and learn patterns through training."",
  ""confidence"": ""high""
}","Neural networks are computational models inspired by the human brain, consisting of interconnected nodes that process data and learn patterns through training.",high,False,ok,False,,False,,False,,False,,
gpt-4o-mini,162,Name exactly 4 Nobel Prize categories.,constraint,count_only,easy,COUNT=4,"{
  ""answer"": ""Peace, Literature, Physics, Chemistry"",
  ""confidence"": ""high""
}","Peace, Literature, Physics, Chemistry",high,False,ok,False,,False,,False,,False,,
gpt-4o-mini,163,List exactly 3 causes of World War I.,constraint,count_only,easy,COUNT=3,"{
  ""answer"": ""Militarism, alliances, imperialism"",
  ""confidence"": ""high""
}","Militarism, alliances, imperialism",high,False,ok,False,,False,,False,,False,,
gpt-4o-mini,164,Give exactly 2 examples of transformer models.,constraint,count_only,easy,COUNT=2,"{
  ""answer"": ""BERT, GPT-3"",
  ""confidence"": ""high""
}","BERT, GPT-3",high,False,ok,False,,False,,False,,False,,
gpt-4o-mini,165,Summarize the Industrial Revolution in under 20 words.,constraint,length_only,easy,MAX_WORDS=20,"{
  ""answer"": ""The Industrial Revolution was a period of rapid industrial growth and technological advancement in the 18th and 19th centuries."",
  ""confidence"": ""high""
}",The Industrial Revolution was a period of rapid industrial growth and technological advancement in the 18th and 19th centuries.,high,False,ok,False,,False,,False,,False,,
gpt-4o-mini,166,List exactly 6 continents. Do not list Antarctica.,constraint,count_only,easy,COUNT=6,"{
  ""answer"": ""Africa, Asia, Europe, North America, South America, Australia"",
  ""confidence"": ""high""
}","Africa, Asia, Europe, North America, South America, Australia",high,False,ok,False,,False,,False,,False,,
gpt-4o-mini,167,Name exactly 3 large language models.,constraint,count_only,easy,COUNT=3,"{
  ""answer"": ""GPT-3, BERT, T5"",
  ""confidence"": ""high""
}","GPT-3, BERT, T5",high,False,ok,False,,False,,False,,False,,
gpt-4o-mini,168,List exactly 5 uses of drones.,constraint,count_only,easy,COUNT=5,"{
  ""answer"": ""Aerial photography, agricultural monitoring, search and rescue operations, package delivery, infrastructure inspection."",
  ""confidence"": ""high""
}","Aerial photography, agricultural monitoring, search and rescue operations, package delivery, infrastructure inspection.",high,False,ok,False,,False,,False,,False,,
gpt-4o-mini,169,Describe reinforcement learning in exactly one sentence.,constraint,count_only,medium,COUNT=1|SENTENCES=1,"{
  ""answer"": ""Reinforcement learning is a type of machine learning where an agent learns to make decisions by taking actions in an environment to maximize cumulative rewards over time."",
  ""confidence"": ""high""
}",Reinforcement learning is a type of machine learning where an agent learns to make decisions by taking actions in an environment to maximize cumulative rewards over time.,high,False,ok,False,,False,,False,,False,,
gpt-4o-mini,170,Give exactly 3 programming languages used in data science.,constraint,count_only,easy,COUNT=3,"{
  ""answer"": ""Python, R, Julia"",
  ""confidence"": ""high""
}","Python, R, Julia",high,False,ok,False,,False,,False,,False,,
gpt-4o-mini,171,List exactly 4 greenhouse gases.,constraint,count_only,easy,COUNT=4,"{
  ""answer"": ""Carbon dioxide, methane, nitrous oxide, fluorinated gases"",
  ""confidence"": ""high""
}","Carbon dioxide, methane, nitrous oxide, fluorinated gases",high,False,ok,False,,False,,False,,False,,
gpt-4o-mini,172,Name exactly 2 founders of Apple Inc.,constraint,count_only,easy,COUNT=2,"{
  ""answer"": ""Steve Jobs, Steve Wozniak"",
  ""confidence"": ""high""
}","Steve Jobs, Steve Wozniak",high,False,ok,False,,False,,False,,False,,
gpt-4o-mini,173,Give exactly 5 tips for better sleep in under 8 words each.,constraint,count_only,medium,COUNT=5|MAX_WORDS=8,"{
  ""answer"": ""Maintain a consistent sleep schedule. Create a relaxing bedtime routine. Limit screen time before bed. Keep bedroom dark and cool. Avoid caffeine and heavy meals."",
  ""confidence"": ""high""
}",Maintain a consistent sleep schedule. Create a relaxing bedtime routine. Limit screen time before bed. Keep bedroom dark and cool. Avoid caffeine and heavy meals.,high,False,ok,True,"COUNT: expected 5 items, found 1; MAX_WORDS: item has 25 words (limit 8): 'Maintain a consistent sleep schedule. Create a rel'",False,,False,,False,,
gpt-4o-mini,174,Explain the concept of entropy in under 20 words.,constraint,length_only,easy,MAX_WORDS=20,"{
  ""answer"": ""Entropy measures disorder or randomness in a system, indicating the amount of energy unavailable for work."",
  ""confidence"": ""high""
}","Entropy measures disorder or randomness in a system, indicating the amount of energy unavailable for work.",high,False,ok,False,,False,,False,,False,,
gpt-4o-mini,175,List exactly 3 differences between supervised and unsupervised learning.,constraint,count_only,easy,COUNT=3,"{
  ""answer"": ""Supervised learning uses labeled data, unsupervised learning uses unlabeled data; supervised learning aims to predict outcomes, unsupervised learning aims to find patterns; supervised learning requires more data preparation, unsupervised learning is often more exploratory."",
  ""confidence"": ""high""
}","Supervised learning uses labeled data, unsupervised learning uses unlabeled data; supervised learning aims to predict outcomes, unsupervised learning aims to find patterns; supervised learning requires more data preparation, unsupervised learning is often more exploratory.",high,False,ok,True,"COUNT: expected 3 items, found 4",False,,False,,False,,
